record_id,mof_id,MOF_name,chemical_formula,metal_node,organic_linker,pore_size,pore_size_unit,CSD_refcode,MOFid,MOFkey,source_material_id,topology,surface_area_BET,surface_area_BET_unit,pore_volume,pore_volume_unit,gas_type,gas_name,temperature,temperature_unit,pressure,pressure_unit,measurement_type,capacity_value,capacity_unit,isotherm_id,DOI,publication_year,source_id,source_type,source_url,source_location,source_database,extraction_method,extraction_confidence,notes
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p12_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.826446,bar,capacity,1.24043,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p13_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.92562,bar,capacity,1.28292,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p1_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.013774,bar,capacity,0.148702,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p2_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.035813,bar,capacity,0.30756,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p3_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.060606,bar,capacity,0.438415,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p4_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.099174,bar,capacity,0.559996,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p5_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.137741,bar,capacity,0.672238,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p6_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.187328,bar,capacity,0.775194,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p7_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.239669,bar,capacity,0.864154,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p8_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.30303,bar,capacity,0.943827,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p9_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.366391,bar,capacity,1.01883,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p10_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.432507,bar,capacity,1.08451,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p11_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.504132,bar,capacity,1.14554,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p12_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.581267,bar,capacity,1.20194,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p13_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.658402,bar,capacity,1.25366,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p14_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.741047,bar,capacity,1.30074,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p15_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.829201,bar,capacity,1.34317,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p16_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.917355,bar,capacity,1.38561,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm6_p17_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,,,,,,,NIST-MATDB-646305b7be8c332d8656167133c58d58,,,,,,H2,Hydrogen,77,K,0.928375,bar,capacity,1.38566,wt%,10.1016j.ijhydene.2015.06.109.Isotherm6,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm6.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
